"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
"IMF.RES:WEO(9.0.0)","UZB.NGSD_NGDP.A","OBS_VALUE","Uzbekistan, Republic of","Gross national savings, Percent of GDP","Annual","Units","26.340","32.434","31.507","31.687","30.089","31.393","29.937","29.687","29.634","31.657"
"IMF.RES:WEO(9.0.0)","RUS.NID_NGDP.A","OBS_VALUE","Russian Federation","Gross capital formation, Percent of GDP","Annual","Units","23.607","21.918","22.662","23.456","23.009","23.173","27.303","26.496","26.402","25.944"
"IMF.RES:WEO(9.0.0)","TKM.NGDPD.A","OBS_VALUE","Turkmenistan","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","37.926","40.762","44.974","45.455","49.477","56.677","62.814","68.675","77.398","83.065"
"IMF.RES:WEO(9.0.0)","CHN.NGDPD.A","OBS_VALUE","China, People's Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","12516.152","14107.927","14593.450","15110.191","18183.505","18337.777","18366.936","18945.112","19626.247","20851.593"
"IMF.RES:WEO(9.0.0)","CHN.NGSD_NGDP.A","OBS_VALUE","China, People's Republic of","Gross national savings, Percent of GDP","Annual","Units","44.175","43.598","43.339","43.918","44.649","44.794","42.564","42.845","42.520","42.309"
"IMF.RES:WEO(9.0.0)","TJK.NID_NGDP.A","OBS_VALUE","Tajikistan, Republic of","Gross capital formation, Percent of GDP","Annual","Units","23.652","20.710","18.111","16.713","16.759","17.154","18.438","20.948","22.234","21.363"
"IMF.RES:WEO(9.0.0)","CHN.PPPGDP.A","OBS_VALUE","China, People's Republic of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","20917.221","22803.146","24798.514","25960.998","29420.351","32493.554","35507.590","38209.549","41241.951","44295.453"
"IMF.RES:WEO(9.0.0)","RUS.NGSD_NGDP.A","OBS_VALUE","Russian Federation","Gross national savings, Percent of GDP","Annual","Units","25.650","28.916","26.533","25.833","29.841","33.526","29.731","29.359","28.002","28.893"
"IMF.RES:WEO(9.0.0)","TJK.NGSD_NGDP.A","OBS_VALUE","Tajikistan, Republic of","Gross national savings, Percent of GDP","Annual","Units","25.762","15.819","15.878","21.062","24.993","32.408","23.208","27.097","38.814","27.704"
"IMF.RES:WEO(9.0.0)","CHN.NGDP_RPCH.A","OBS_VALUE","China, People's Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","6.891","6.759","6.065","2.337","8.556","3.112","5.377","5.003","4.959","4.413"
"IMF.RES:WEO(9.0.0)","RUS.NGDP_RPCH.A","OBS_VALUE","Russian Federation","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","1.827","2.806","2.198","-2.654","5.866","-1.435","4.067","4.922","0.981","1.091"
"IMF.RES:WEO(9.0.0)","EST.PPPGDP.A","OBS_VALUE","Estonia, Republic of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","45.459","49.073","53.854","54.074","59.971","63.449","63.991","65.520","67.773","70.711"
"IMF.RES:WEO(9.0.0)","SVK.NID_NGDP.A","OBS_VALUE","Slovak Republic","Gross capital formation, Percent of GDP","Annual","Units","23.632","24.185","24.045","20.199","22.626","23.287","19.799","20.123","20.107","20.763"
"IMF.RES:WEO(9.0.0)","LVA.NGSD_NGDP.A","OBS_VALUE","Latvia, Republic of","Gross national savings, Percent of GDP","Annual","Units","24.184","23.480","23.166","25.194","21.656","19.200","20.873","19.914","21.504","21.484"
"IMF.RES:WEO(9.0.0)","LVA.NID_NGDP.A","OBS_VALUE","Latvia, Republic of","Gross capital formation, Percent of GDP","Annual","Units","22.712","23.874","23.338","22.155","25.723","24.670","24.692","21.464","24.876","25.110"
"IMF.RES:WEO(9.0.0)","UKR.NGSD_NGDP.A","OBS_VALUE","Ukraine","Gross national savings, Percent of GDP","Annual","Units","17.783","15.315","12.156","11.645","12.053","16.636","12.916","11.263","6.857","3.267"
"IMF.RES:WEO(9.0.0)","CZE.NGDP_RPCH.A","OBS_VALUE","Czech Republic","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","5.174","2.830","3.566","-5.305","4.029","2.847","0.048","1.251","2.548","2.234"
"IMF.RES:WEO(9.0.0)","CZE.NGDPD.A","OBS_VALUE","Czech Republic","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","221.564","251.992","256.794","251.110","290.973","301.831","345.059","347.083","389.020","432.597"
"IMF.RES:WEO(9.0.0)","UZB.NGDP_RPCH.A","OBS_VALUE","Uzbekistan, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","4.700","5.724","6.793","1.622","8.204","6.086","6.316","6.676","7.700","6.474"
"IMF.RES:WEO(9.0.0)","TKM.PPPGDP.A","OBS_VALUE","Turkmenistan","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","86.403","95.622","104.708","104.049","115.316","127.651","138.010","146.269","155.798","164.428"
"IMF.RES:WEO(9.0.0)","UKR.NGDPD.A","OBS_VALUE","Ukraine","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","112.091","130.891","153.883","156.618","199.766","161.990","181.222","190.834","212.927","225.337"
"IMF.RES:WEO(9.0.0)","UKR.PPPGDP.A","OBS_VALUE","Ukraine","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","496.522","537.198","604.396","656.106","746.471","569.620","623.389","659.616","690.538","724.527"
"IMF.RES:WEO(9.0.0)","CZE.NID_NGDP.A","OBS_VALUE","Czech Republic","Gross capital formation, Percent of GDP","Annual","Units","25.090","25.643","26.172","24.730","28.129","31.033","28.219","26.322","25.786","26.092"
"IMF.RES:WEO(9.0.0)","TKM.NGDP_RPCH.A","OBS_VALUE","Turkmenistan","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","4.288","4.781","5.105","-1.560","9.891","3.347","4.257","3.417","3.576","2.600"
"IMF.RES:WEO(9.0.0)","HUN.PPPGDP.A","OBS_VALUE","Hungary","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","289.157","313.130","345.400","344.108","377.684","421.345","433.365","446.611","461.159","482.256"
"IMF.RES:WEO(9.0.0)","SRB.NGDPD.A","OBS_VALUE","Serbia, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","45.973","52.788","53.865","55.874","65.830","66.810","81.344","90.088","99.953","112.025"
"IMF.RES:WEO(9.0.0)","SRB.PPPGDP.A","OBS_VALUE","Serbia, Republic of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","121.359","128.962","142.984","144.972","161.766","177.956","191.457","203.960","214.005","226.376"
"IMF.RES:WEO(9.0.0)","EST.NGDP_RPCH.A","OBS_VALUE","Estonia, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","5.635","3.700","3.727","-2.884","8.255","-1.226","-2.744","-0.090","0.584","1.429"
"IMF.RES:WEO(9.0.0)","SRB.NGDP_RPCH.A","OBS_VALUE","Serbia, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.363","4.649","4.750","-0.950","7.949","2.703","3.748","3.950","2.030","2.835"
"IMF.RES:WEO(9.0.0)","LVA.NGDPD.A","OBS_VALUE","Latvia, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","29.381","33.263","33.103","33.353","38.209","38.033","42.792","43.988","48.591","53.686"
"IMF.RES:WEO(9.0.0)","LVA.NGDP_RPCH.A","OBS_VALUE","Latvia, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.399","4.310","0.675","-3.469","6.943","1.909","-0.942","-0.037","2.138","2.218"
"IMF.RES:WEO(9.0.0)","SVK.NGDP_RPCH.A","OBS_VALUE","Slovak Republic","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.875","4.062","2.276","-2.585","5.656","0.545","2.113","1.939","0.807","0.601"
"IMF.RES:WEO(9.0.0)","SVK.NGSD_NGDP.A","OBS_VALUE","Slovak Republic","Gross national savings, Percent of GDP","Annual","Units","21.897","22.552","20.518","19.733","17.793","13.658","16.774","15.498","16.486","17.751"
"IMF.RES:WEO(9.0.0)","SVK.PPPGDP.A","OBS_VALUE","Slovak Republic","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","164.514","171.627","185.363","192.849","209.238","225.341","238.615","249.279","258.421","267.420"
"IMF.RES:WEO(9.0.0)","EST.NGSD_NGDP.A","OBS_VALUE","Estonia, Republic of","Gross national savings, Percent of GDP","Annual","Units","27.623","28.404","28.368","27.127","27.288","24.810","23.880","23.308","24.667","22.462"
"IMF.RES:WEO(9.0.0)","SVK.NGDPD.A","OBS_VALUE","Slovak Republic","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","95.944","106.660","105.855","107.646","120.591","115.884","133.617","140.892","154.442","168.897"
"IMF.RES:WEO(9.0.0)","CZE.PPPGDP.A","OBS_VALUE","Czech Republic","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","416.849","442.611","486.787","479.686","525.243","578.619","600.314","622.915","656.909","690.823"
"IMF.RES:WEO(9.0.0)","EST.NID_NGDP.A","OBS_VALUE","Estonia, Republic of","Gross capital formation, Percent of GDP","Annual","Units","25.938","27.851","26.357","29.654","30.947","27.919","25.127","24.554","24.848","23.530"
"IMF.RES:WEO(9.0.0)","EST.NGDPD.A","OBS_VALUE","Estonia, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","27.460","31.237","31.877","31.795","37.226","38.257","41.482","43.117","47.004","51.634"
"IMF.RES:WEO(9.0.0)","HRV.NGSD_NGDP.A","OBS_VALUE","Croatia, Republic of","Gross national savings, Percent of GDP","Annual","Units","24.166","23.524","24.087","21.641","22.111","22.678","24.769","22.212","22.211","21.177"
"IMF.RES:WEO(9.0.0)","MNG.NGDPD.A","OBS_VALUE","Mongolia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","11.481","13.207","14.206","13.313","15.286","17.146","20.315","23.795","25.370","28.450"
"IMF.RES:WEO(9.0.0)","HRV.NID_NGDP.A","OBS_VALUE","Croatia, Republic of","Gross capital formation, Percent of GDP","Annual","Units","20.841","22.489","21.966","23.543","21.793","26.228","24.666","24.401","25.399","25.018"
"IMF.RES:WEO(9.0.0)","MNG.PPPGDP.A","OBS_VALUE","Mongolia","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","34.941","39.517","44.457","45.560","50.053","56.311","62.729","67.579","74.252","80.398"
"IMF.RES:WEO(9.0.0)","LTU.NID_NGDP.A","OBS_VALUE","Lithuania, Republic of","Gross capital formation, Percent of GDP","Annual","Units","20.514","22.346","19.526","16.644","21.883","27.817","22.708","20.626","22.149","23.383"
"IMF.RES:WEO(9.0.0)","SRB.NGSD_NGDP.A","OBS_VALUE","Serbia, Republic of","Gross national savings, Percent of GDP","Annual","Units","14.692","17.856","18.355","20.163","20.839","19.867","22.271","20.477","18.529","18.100"
"IMF.RES:WEO(9.0.0)","MNE.NGDPD.A","OBS_VALUE","Montenegro","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","4.802","5.436","5.484","4.730","5.827","6.265","7.646","8.272","9.228","10.227"
"IMF.RES:WEO(9.0.0)","HUN.NGDP_RPCH.A","OBS_VALUE","Hungary","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","4.124","5.606","5.077","-4.339","7.223","4.152","-0.817","0.560","0.409","1.662"
"IMF.RES:WEO(9.0.0)","LVA.PPPGDP.A","OBS_VALUE","Latvia, Republic of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","53.695","57.464","61.623","62.223","67.094","73.237","75.232","77.071","80.952","85.118"
"IMF.RES:WEO(9.0.0)","SRB.NID_NGDP.A","OBS_VALUE","Serbia, Republic of","Gross capital formation, Percent of GDP","Annual","Units","19.718","22.499","24.927","24.097","24.945","26.384","24.616","25.026","23.381","23.794"
"IMF.RES:WEO(9.0.0)","HUN.NID_NGDP.A","OBS_VALUE","Hungary","Gross capital formation, Percent of GDP","Annual","Units","23.095","26.952","28.547","27.348","30.788","34.203","25.895","23.327","22.221","23.444"
"IMF.RES:WEO(9.0.0)","MNE.NGDP_RPCH.A","OBS_VALUE","Montenegro","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.217","4.733","4.394","-14.993","13.046","7.740","6.478","3.164","2.700","2.800"
"IMF.RES:WEO(9.0.0)","MNE.PPPGDP.A","OBS_VALUE","Montenegro","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","12.117","13.208","14.857","12.923","15.080","17.403","19.216","20.316","21.456","22.689"
"IMF.RES:WEO(9.0.0)","HUN.NGDPD.A","OBS_VALUE","Hungary","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","143.335","161.185","164.927","158.468","183.283","177.784","213.315","222.878","246.891","271.122"
"IMF.RES:WEO(9.0.0)","MNE.NGSD_NGDP.A","OBS_VALUE","Montenegro","Gross national savings, Percent of GDP","Annual","Units","12.386","14.120","16.483","3.779","16.208","14.696","14.253","8.789","7.046","9.156"
"IMF.RES:WEO(9.0.0)","HUN.NGSD_NGDP.A","OBS_VALUE","Hungary","Gross national savings, Percent of GDP","Annual","Units","25.058","27.334","28.059","26.340","26.426","25.284","25.917","24.944","23.505","23.015"
"IMF.RES:WEO(9.0.0)","MNE.NID_NGDP.A","OBS_VALUE","Montenegro","Gross capital formation, Percent of GDP","Annual","Units","28.647","31.351","30.912","30.088","25.469","27.583","25.448","25.880","26.935","28.568"
"IMF.RES:WEO(9.0.0)","MKD.NGDP_RPCH.A","OBS_VALUE","North Macedonia, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","1.081","2.881","3.910","-4.688","4.511","2.759","2.555","2.994","3.487","3.100"
"IMF.RES:WEO(9.0.0)","BIH.NGSD_NGDP.A","OBS_VALUE","Bosnia and Herzegovina","Gross national savings, Percent of GDP","Annual","Units","18.815","20.424","21.717","19.657","23.381","22.964","23.838","23.239","23.638","22.336"
"IMF.RES:WEO(9.0.0)","SVN.NGDPD.A","OBS_VALUE","Slovenia, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","48.136","53.713","53.916","53.342","61.582","59.946","69.275","72.950","79.603","86.732"
"IMF.RES:WEO(9.0.0)","BIH.NGDPD.A","OBS_VALUE","Bosnia and Herzegovina","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","18.363","20.504","20.485","20.264","23.688","24.581","27.606","29.738","32.962","36.771"
"IMF.RES:WEO(9.0.0)","BIH.NGDP_RPCH.A","OBS_VALUE","Bosnia and Herzegovina","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.244","3.829","2.886","-3.015","7.392","4.227","1.994","3.227","2.000","2.200"
"IMF.RES:WEO(9.0.0)","BIH.NID_NGDP.A","OBS_VALUE","Bosnia and Herzegovina","Gross capital formation, Percent of GDP","Annual","Units","23.585","23.652","24.313","22.491","25.150","27.347","25.975","26.700","26.823","26.982"
"IMF.RES:WEO(9.0.0)","MKD.PPPGDP.A","OBS_VALUE","North Macedonia, Republic of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","32.583","34.873","37.943","37.052","41.101","45.239","48.111","50.782","54.043","57.315"
"IMF.RES:WEO(9.0.0)","MKD.NGDPD.A","OBS_VALUE","North Macedonia, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","11.336","12.694","12.609","12.385","14.008","13.957","15.864","16.954","19.142","21.605"
"IMF.RES:WEO(9.0.0)","HRV.NGDP_RPCH.A","OBS_VALUE","Croatia, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.286","2.911","3.101","-8.310","12.629","7.297","3.760","3.827","3.154","2.638"
"IMF.RES:WEO(9.0.0)","LTU.PPPGDP.A","OBS_VALUE","Lithuania, Republic of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","95.498","102.894","114.036","115.935","130.492","143.189","149.713","158.007","167.134","176.929"
"IMF.RES:WEO(9.0.0)","LTU.NGDPD.A","OBS_VALUE","Lithuania, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","47.745","54.295","55.132","57.352","67.103","70.687","80.392","85.482","94.927","105.907"
"IMF.RES:WEO(9.0.0)","MNG.NID_NGDP.A","OBS_VALUE","Mongolia","Gross capital formation, Percent of GDP","Annual","Units","27.406","39.378","35.592","22.384","36.719","42.332","33.900","35.545","31.413","29.614"
"IMF.RES:WEO(9.0.0)","MNG.NGDP_RPCH.A","OBS_VALUE","Mongolia","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","5.637","7.745","5.602","-4.558","1.637","5.033","7.422","5.122","6.844","5.261"
"IMF.RES:WEO(9.0.0)","LTU.NGDP_RPCH.A","OBS_VALUE","Lithuania, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","4.704","4.832","4.723","0.048","6.376","2.444","0.826","2.983","2.858","2.912"
"IMF.RES:WEO(9.0.0)","HRV.NGDPD.A","OBS_VALUE","Croatia, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","56.164","61.694","61.474","57.914","69.052","71.257","85.647","92.955","106.055","116.574"
"IMF.RES:WEO(9.0.0)","MNG.NGSD_NGDP.A","OBS_VALUE","Mongolia","Gross national savings, Percent of GDP","Annual","Units","17.342","22.669","20.376","17.316","22.926","28.898","34.497","25.100","22.779","21.702"
"IMF.RES:WEO(9.0.0)","HRV.PPPGDP.A","OBS_VALUE","Croatia, Republic of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","112.710","118.823","130.585","123.668","143.189","164.564","177.071","188.412","199.868","211.016"
"IMF.RES:WEO(9.0.0)","LTU.NGSD_NGDP.A","OBS_VALUE","Lithuania, Republic of","Gross national savings, Percent of GDP","Annual","Units","21.541","22.703","23.282","23.852","23.331","21.683","23.799","23.849","23.492","23.578"
"IMF.RES:WEO(9.0.0)","KOS.NGSD_NGDP.A","OBS_VALUE","Kosovo, Republic of","Gross national savings, Percent of GDP","Annual","Units","29.428","28.676","28.897","26.404","27.262","25.829","26.761","25.236","25.417","23.871"
"IMF.RES:WEO(9.0.0)","POL.NGSD_NGDP.A","OBS_VALUE","Poland, Republic of","Gross national savings, Percent of GDP","Annual","Units","18.722","19.478","20.435","21.238","20.509","19.785","19.204","18.108","17.188","17.817"
